,Date,Company,Market,StatCaseVolume,StatCaseBaseVolume,StatCaseInc'lVolume,DollarSales,BaseDollars,IncrementalDollars,ACVWtdDist,AvgItemsperStore,AvgPrice/Vol,AvgWklyVolumeSalesper$MMACV,WklyTtlDistPoints,"WtdAvg%PrcRed,AnyMerch","WtdAvg%PrcRed,Feature&/orDisplay","WtdAvg%PrcRed,PrcRedOnly",WtdBasePriceperVolume,"%BaseVolume,AnyMerch","%BaseVolume,Feature&/orDisplay","%BaseVolume,PrcRedOnly",MarkdownDollars
28902,Week43,Competitor2,Region62,47,74,78,5,87,30,70,79,0,9,71,74,25,50,18,54,26,20,68
28903,Week44,Competitor2,Region62,17,98,60,10,100,10,57,84,87,83,89,15,59,60,9,72,51,84,43
28904,Week45,Competitor2,Region62,14,38,38,38,12,16,7,88,9,90,97,99,88,94,38,95,71,10,76
28905,Week46,Competitor2,Region62,68,83,64,1,65,33,4,35,6,21,63,56,47,64,27,83,68,89,71
28906,Week47,Competitor2,Region62,95,39,74,2,42,41,39,56,98,35,51,31,47,58,10,73,35,74,28
28907,Week48,Competitor2,Region62,5,84,45,92,97,19,39,12,20,49,31,79,88,0,46,18,85,50,18
28908,Week49,Competitor2,Region62,35,14,28,50,49,2,34,50,28,69,59,46,47,45,14,88,72,77,7
28909,Week50,Competitor2,Region62,81,8,77,77,1,88,45,64,96,23,49,13,33,27,80,73,79,98,94
28910,Week51,Competitor2,Region62,67,48,40,97,32,33,13,38,28,43,79,40,59,90,69,84,78,12,100
28911,Week52,Competitor2,Region62,85,2,100,66,11,60,88,78,79,75,22,56,56,29,85,71,18,45,6
28912,Week53,Competitor2,Region62,9,75,4,87,34,64,67,5,18,78,63,54,73,54,0,33,85,62,12
28913,Week54,Competitor2,Region62,32,46,46,34,76,45,57,13,47,62,16,15,65,0,66,82,94,60,93
28914,Week55,Competitor2,Region62,90,89,6,68,74,13,87,4,33,6,6,2,52,36,96,47,14,76,39
28915,Week56,Competitor2,Region62,86,30,45,14,52,64,93,4,18,53,6,90,39,73,70,79,74,0,18
28916,Week57,Competitor2,Region62,13,28,87,63,24,52,71,61,94,38,44,53,85,69,20,18,53,77,81
28917,Week58,Competitor2,Region62,44,71,70,51,82,65,5,4,68,54,1,3,0,70,12,29,13,89,29
28918,Week59,Competitor2,Region62,2,89,34,50,39,98,93,66,33,32,3,41,52,27,36,11,97,16,95
28919,Week60,Competitor2,Region62,16,41,39,35,97,6,58,95,69,69,58,57,47,48,38,26,28,83,77
28920,Week61,Competitor2,Region62,72,6,3,1,84,100,53,45,63,9,43,94,14,47,4,94,62,24,13
28921,Week62,Competitor2,Region62,89,18,45,6,20,92,96,44,52,8,94,41,96,31,11,86,29,2,88
28922,Week63,Competitor2,Region62,41,87,34,28,28,65,74,2,28,28,91,83,61,27,99,49,78,35,56
28923,Week64,Competitor2,Region62,85,45,4,7,49,65,63,43,55,48,33,87,59,67,95,21,71,19,1
28924,Week65,Competitor2,Region62,7,70,90,54,64,97,15,66,21,96,80,27,41,25,3,39,27,98,29
28925,Week66,Competitor2,Region62,40,40,72,85,90,25,30,15,17,84,89,100,5,1,65,21,6,97,78
28926,Week67,Competitor2,Region62,79,40,38,15,7,4,48,73,82,76,59,54,42,27,73,92,80,11,62
28927,Week68,Competitor2,Region62,77,46,72,20,57,7,61,77,71,20,46,22,84,43,47,12,46,91,29
28928,Week69,Competitor2,Region62,17,93,79,45,20,43,52,60,34,63,27,8,44,4,33,89,73,5,18
28929,Week70,Competitor2,Region62,78,69,16,79,1,35,99,77,27,96,27,8,87,81,3,44,47,2,98
28930,Week71,Competitor2,Region62,46,10,4,28,92,67,82,5,70,37,96,97,96,54,68,9,66,26,90
28931,Week72,Competitor2,Region62,25,75,90,46,95,2,82,99,84,31,35,42,29,33,2,94,1,62,71
28932,Week73,Competitor2,Region62,73,22,83,32,46,8,12,28,0,18,92,22,46,58,33,24,61,99,2
28933,Week74,Competitor2,Region62,7,54,59,54,27,41,95,74,27,58,84,59,18,100,35,55,79,99,97
28934,Week75,Competitor2,Region62,42,5,13,22,12,50,4,50,59,80,13,27,38,54,79,4,3,12,56
28935,Week76,Competitor2,Region62,49,45,80,12,84,95,37,67,100,3,65,97,87,44,23,72,53,17,20
28936,Week77,Competitor2,Region62,23,5,5,65,94,29,3,24,1,85,85,48,94,86,78,34,47,44,76
28937,Week78,Competitor2,Region62,21,93,54,76,4,100,58,98,13,84,44,70,44,43,78,90,49,79,21
28938,Week79,Competitor2,Region62,3,91,62,17,60,79,95,22,93,65,94,12,86,9,44,19,7,78,6
28939,Week80,Competitor2,Region62,36,82,94,56,74,95,3,75,36,72,67,9,63,1,94,0,1,36,59
28940,Week81,Competitor2,Region62,44,52,78,100,7,88,17,28,93,93,38,49,55,98,48,53,76,56,26
28941,Week82,Competitor2,Region62,25,31,85,72,28,80,11,23,64,52,98,37,30,14,13,17,16,14,35
28942,Week83,Competitor2,Region62,22,77,60,48,55,82,33,86,52,65,55,69,98,87,86,24,39,39,16
28943,Week84,Competitor2,Region62,80,38,85,64,28,29,52,94,80,94,64,75,52,62,29,80,50,100,24
28944,Week85,Competitor2,Region62,76,57,20,83,91,77,70,31,14,45,20,66,92,61,77,22,90,98,12
28945,Week86,Competitor2,Region62,99,14,61,54,60,50,58,56,70,28,15,34,4,93,58,54,73,65,77
28946,Week87,Competitor2,Region62,39,97,92,99,48,46,26,23,91,12,86,0,51,2,82,36,62,91,52
28947,Week88,Competitor2,Region62,60,47,99,78,37,8,55,75,32,37,10,48,99,24,48,16,30,35,72
28948,Week89,Competitor2,Region62,24,50,57,53,45,80,21,76,10,82,7,86,80,85,100,96,16,87,3
28949,Week90,Competitor2,Region62,59,43,98,80,26,57,94,76,91,53,49,85,14,89,78,65,4,79,32
28950,Week91,Competitor2,Region62,42,35,41,81,88,75,13,48,98,40,54,91,11,52,92,96,57,13,26
28951,Week92,Competitor2,Region62,12,90,92,52,74,21,26,50,12,73,81,52,92,5,7,42,30,26,25
28952,Week93,Competitor2,Region62,99,89,7,79,14,54,96,29,46,84,8,95,71,0,11,56,67,57,7
28953,Week94,Competitor2,Region62,97,52,45,80,85,4,77,58,52,14,20,15,18,44,40,85,20,98,13
28954,Week95,Competitor2,Region62,30,78,51,46,45,9,71,73,75,0,12,42,94,60,27,29,5,92,7
28955,Week96,Competitor2,Region62,72,11,19,13,73,2,58,72,79,29,52,79,44,8,90,97,91,10,86
28956,Week97,Competitor2,Region62,92,87,47,34,28,36,31,98,69,83,12,21,71,82,62,90,85,61,63
28957,Week98,Competitor2,Region62,74,21,12,38,80,1,73,3,95,44,39,70,51,79,53,80,86,4,51
28958,Week99,Competitor2,Region62,55,27,9,73,86,71,98,100,7,77,44,78,57,98,38,33,19,94,47
28959,Week100,Competitor2,Region62,9,85,20,48,5,41,42,14,88,12,81,28,81,41,93,20,31,21,30
28960,Week101,Competitor2,Region62,46,8,96,24,52,45,41,11,90,3,70,43,62,5,77,94,14,53,35
28961,Week102,Competitor2,Region62,77,32,76,13,12,100,48,33,50,10,48,68,6,60,36,37,86,49,78
28962,Week103,Competitor2,Region62,22,30,83,44,6,0,90,6,6,25,37,41,50,37,57,58,42,98,71
28963,Week104,Competitor2,Region62,22,76,92,80,1,43,10,53,100,2,47,38,77,34,29,13,42,83,76
28964,Week105,Competitor2,Region62,25,49,7,46,93,15,34,48,64,27,73,59,0,51,97,32,31,3,90
28965,Week106,Competitor2,Region62,61,3,31,20,37,6,43,87,95,46,1,76,44,4,76,31,64,26,2
28966,Week107,Competitor2,Region62,73,79,38,0,85,13,32,31,55,81,46,2,98,43,46,58,51,48,3
28967,Week108,Competitor2,Region62,6,89,81,94,20,76,64,96,60,99,67,16,83,26,59,49,53,35,8
28968,Week109,Competitor2,Region62,77,27,42,59,61,68,12,67,100,51,57,80,69,97,11,41,22,18,81
28969,Week110,Competitor2,Region62,97,45,16,3,49,8,95,37,13,52,85,18,90,74,22,29,21,66,12
28970,Week111,Competitor2,Region62,72,82,76,58,71,32,34,2,5,62,27,29,86,38,96,100,54,64,92
28971,Week112,Competitor2,Region62,66,47,83,93,78,58,74,4,96,6,6,53,45,4,31,5,83,20,2
28972,Week113,Competitor2,Region62,15,21,28,43,49,69,11,64,71,57,19,61,4,38,16,71,94,20,25
28973,Week114,Competitor2,Region62,42,23,62,7,76,11,63,41,46,13,77,66,39,14,31,67,21,75,1
28974,Week115,Competitor2,Region62,0,47,88,75,9,61,72,7,47,89,51,84,20,66,32,47,80,35,20
28975,Week116,Competitor2,Region62,23,41,60,11,40,3,67,45,67,63,22,97,21,83,39,29,94,9,90
28976,Week117,Competitor2,Region62,34,1,58,75,7,89,60,49,76,34,92,55,44,32,88,62,56,3,3
28977,Week118,Competitor2,Region62,35,92,36,38,85,16,56,74,13,41,44,64,83,84,20,55,88,94,71
28978,Week119,Competitor2,Region62,66,70,21,60,89,48,72,10,73,38,11,30,84,60,19,4,32,85,58
28979,Week120,Competitor2,Region62,65,86,66,79,90,29,4,49,98,12,23,77,42,98,89,30,41,66,59
28980,Week121,Competitor2,Region62,87,36,0,24,96,34,79,90,39,19,21,70,39,52,36,23,35,83,70
28981,Week122,Competitor2,Region62,63,99,71,36,79,77,37,19,11,48,8,78,89,46,62,84,31,14,5
28982,Week123,Competitor2,Region62,44,85,2,68,2,36,46,27,68,23,59,42,79,78,13,38,13,87,95
28983,Week124,Competitor2,Region62,34,33,32,9,47,31,65,100,54,21,59,44,82,79,73,75,19,89,58
28984,Week125,Competitor2,Region62,76,97,81,21,85,63,7,76,81,22,42,79,49,97,61,27,66,41,86
28985,Week126,Competitor2,Region62,5,41,78,22,82,85,12,97,98,21,47,68,97,28,34,2,73,31,23
28986,Week127,Competitor2,Region62,19,93,93,96,69,47,85,83,33,28,61,90,25,67,64,51,4,15,73
28987,Week128,Competitor2,Region62,78,90,94,1,23,91,99,5,32,53,81,11,45,3,43,47,73,97,36
28988,Week129,Competitor2,Region62,6,50,32,89,79,96,91,34,22,0,76,77,49,12,24,13,74,47,27
28989,Week130,Competitor2,Region62,74,0,83,45,37,80,43,95,87,79,22,24,53,13,16,45,81,37,92
28990,Week131,Competitor2,Region62,31,91,10,77,67,32,90,65,16,64,49,73,25,48,97,58,53,10,87
28991,Week132,Competitor2,Region62,99,99,94,41,83,48,27,30,30,58,59,24,27,19,52,54,87,16,19
28992,Week133,Competitor2,Region62,25,60,18,65,72,88,60,55,37,56,99,49,53,77,64,43,40,86,64
28993,Week134,Competitor2,Region62,55,87,80,55,73,66,54,55,54,60,60,59,65,41,49,56,18,37,7
28994,Week135,Competitor2,Region62,58,23,9,30,42,66,87,86,21,67,62,25,1,10,32,12,18,99,61
28995,Week136,Competitor2,Region62,31,14,55,42,87,41,66,58,55,63,86,14,33,63,69,79,15,11,68
28996,Week137,Competitor2,Region62,77,10,90,20,63,92,42,6,47,20,33,16,64,79,74,78,62,54,15
28997,Week138,Competitor2,Region62,77,20,83,51,89,76,27,79,44,60,5,88,20,20,83,25,25,57,3
28998,Week139,Competitor2,Region62,43,68,30,58,67,14,66,90,88,3,83,93,43,68,11,62,82,94,97
28999,Week140,Competitor2,Region62,27,82,16,85,90,42,20,32,68,99,90,54,85,87,18,45,87,55,57
29000,Week141,Competitor2,Region62,91,93,2,59,57,66,56,18,43,58,9,70,73,18,9,9,58,9,77
29001,Week142,Competitor2,Region62,30,71,95,99,97,81,56,7,67,98,41,89,36,11,87,16,4,79,0
29002,Week143,Competitor2,Region62,4,3,58,59,4,54,4,27,65,74,97,17,59,47,42,49,71,53,1
29003,Week144,Competitor2,Region62,83,35,58,9,57,9,8,6,97,57,42,0,70,75,7,82,89,16,21
29004,Week145,Competitor2,Region62,49,70,92,94,24,38,28,57,74,20,39,32,62,82,87,61,34,39,2
29005,Week146,Competitor2,Region62,34,68,18,18,51,78,91,49,42,21,31,57,61,40,74,58,56,10,95
29006,Week147,Competitor2,Region62,6,19,47,55,92,31,72,68,38,12,34,32,82,58,57,68,9,14,23
29007,Week148,Competitor2,Region62,78,16,79,47,24,15,34,71,27,97,27,53,50,68,70,87,93,9,61
29008,Week149,Competitor2,Region62,3,65,75,47,73,15,37,61,10,21,27,3,12,99,79,87,73,56,52
29009,Week150,Competitor2,Region62,55,68,61,0,66,24,19,10,67,69,66,64,29,0,19,98,65,95,9
29010,Week151,Competitor2,Region62,59,82,68,89,10,76,67,89,82,55,35,74,60,71,28,96,83,17,88
29011,Week152,Competitor2,Region62,37,20,16,8,34,59,19,7,60,86,71,51,3,40,36,51,1,6,29
29012,Week153,Competitor2,Region62,43,17,94,31,6,15,21,61,38,67,74,22,84,73,55,38,44,21,92
29013,Week154,Competitor2,Region62,94,11,70,17,72,51,5,65,48,15,6,92,89,98,78,13,19,53,77
29014,Week155,Competitor2,Region62,48,34,1,90,28,73,54,12,50,97,16,8,48,1,23,78,67,48,72
29015,Week156,Competitor2,Region62,28,98,25,79,58,74,82,26,55,65,19,72,61,92,90,42,59,59,43
29016,Week1,Company1,Region63,62,93,74,58,42,70,79,22,5,79,100,31,32,68,1,24,42,2,8
29017,Week2,Company1,Region63,24,93,0,14,58,38,2,8,32,59,29,45,4,26,30,19,95,6,57
29018,Week3,Company1,Region63,74,75,30,24,32,37,29,42,73,15,48,18,53,12,84,45,71,41,56
29019,Week4,Company1,Region63,99,68,41,91,46,85,12,29,46,53,71,87,76,27,14,29,0,8,74
29020,Week5,Company1,Region63,16,40,27,24,8,75,95,36,0,1,53,86,49,50,27,19,72,28,85
29021,Week6,Company1,Region63,94,90,78,73,20,79,71,84,67,74,60,49,21,67,36,44,82,64,22
29022,Week7,Company1,Region63,100,2,58,11,63,47,61,73,70,25,77,88,74,25,15,23,37,15,57
29023,Week8,Company1,Region63,29,14,73,96,10,67,28,25,88,86,79,58,94,94,37,3,63,55,52
29024,Week9,Company1,Region63,99,19,66,16,86,77,31,89,26,14,16,56,53,72,78,4,90,24,81
29025,Week10,Company1,Region63,16,87,58,60,42,9,36,16,90,38,2,37,50,14,69,38,56,80,95
29026,Week11,Company1,Region63,43,66,75,9,70,17,58,3,74,32,77,57,45,25,35,65,47,12,24
29027,Week12,Company1,Region63,40,37,74,29,98,81,18,91,62,98,11,54,53,7,16,75,77,6,88
29028,Week13,Company1,Region63,60,50,57,81,80,41,83,48,68,0,4,57,67,49,27,80,56,80,98
29029,Week14,Company1,Region63,44,18,74,7,53,89,33,45,51,67,46,49,47,21,63,68,4,67,10
29030,Week15,Company1,Region63,75,76,49,73,70,59,39,83,67,32,74,72,45,96,70,39,3,24,44
29031,Week16,Company1,Region63,24,70,98,90,63,87,56,93,55,45,72,39,33,75,10,31,33,29,62
29032,Week17,Company1,Region63,83,84,24,33,92,16,80,5,67,3,27,64,4,51,65,77,86,96,66
29033,Week18,Company1,Region63,63,94,55,25,25,9,85,42,50,92,34,49,37,36,12,79,51,62,13
29034,Week19,Company1,Region63,66,42,34,30,81,27,5,97,67,17,20,22,93,32,49,67,96,79,68
29035,Week20,Company1,Region63,71,50,80,52,25,11,7,63,90,97,94,9,74,67,0,14,57,87,86
29036,Week21,Company1,Region63,32,32,11,87,19,11,71,95,77,9,86,58,35,68,43,67,21,29,76
29037,Week22,Company1,Region63,27,72,76,5,57,73,67,24,14,45,62,83,70,59,65,25,9,81,50
29038,Week23,Company1,Region63,93,21,97,20,42,49,34,26,33,42,68,86,22,88,25,78,22,18,41
29039,Week24,Company1,Region63,66,95,69,9,92,19,56,82,99,31,73,6,1,54,83,9,57,86,70
29040,Week25,Company1,Region63,77,93,83,2,73,79,51,57,25,29,55,69,86,74,5,28,16,63,40
29041,Week26,Company1,Region63,16,3,22,88,4,38,86,55,80,75,93,56,81,73,0,35,86,100,31
29042,Week27,Company1,Region63,61,72,13,84,57,28,4,21,53,78,93,50,13,20,60,46,79,65,67
29043,Week28,Company1,Region63,81,75,71,43,74,42,92,78,9,56,4,12,30,71,71,12,16,79,83
29044,Week29,Company1,Region63,37,85,62,45,25,21,83,57,89,68,31,15,69,27,91,9,8,52,52
29045,Week30,Company1,Region63,55,75,20,32,53,76,5,39,46,60,97,60,96,27,4,81,88,7,79
29046,Week31,Company1,Region63,74,92,1,44,83,95,1,75,99,17,20,43,4,15,58,66,97,82,88
29047,Week32,Company1,Region63,92,30,3,93,98,28,85,81,12,96,63,96,63,39,55,46,41,68,21
29048,Week33,Company1,Region63,70,71,88,48,37,5,17,68,16,23,80,25,39,43,27,83,100,57,46
29049,Week34,Company1,Region63,28,28,15,80,65,24,85,57,86,81,69,76,26,45,92,25,67,72,55
29050,Week35,Company1,Region63,100,45,36,85,0,54,61,100,41,73,29,24,83,27,98,37,26,34,51
29051,Week36,Company1,Region63,28,71,4,48,62,30,76,63,5,51,20,33,38,53,26,95,61,67,53
29052,Week37,Company1,Region63,81,84,54,19,7,8,100,76,68,70,87,37,88,24,25,11,35,39,7
29053,Week38,Company1,Region63,0,40,58,30,72,80,56,76,30,26,36,80,100,43,90,83,16,23,32
29054,Week39,Company1,Region63,73,58,88,9,11,35,14,76,13,94,29,80,76,25,14,57,83,24,47
29055,Week40,Company1,Region63,91,70,44,75,9,35,77,80,75,32,44,23,19,17,33,97,82,90,55
29056,Week41,Company1,Region63,24,7,42,17,61,5,43,63,42,9,50,81,1,35,41,65,28,32,80
29057,Week42,Company1,Region63,1,91,2,13,60,92,0,67,59,65,57,85,86,24,7,94,60,26,91
29058,Week43,Company1,Region63,80,41,52,29,51,96,11,76,18,22,24,57,13,75,54,83,89,91,56
29059,Week44,Company1,Region63,30,16,68,1,11,42,57,52,51,8,98,34,26,72,15,92,53,4,9
29060,Week45,Company1,Region63,33,8,26,46,32,66,21,21,53,53,49,88,92,21,12,100,54,81,5
29061,Week46,Company1,Region63,4,23,54,4,73,14,83,8,22,83,77,70,76,64,89,55,41,96,60
29062,Week47,Company1,Region63,65,58,61,87,85,37,80,36,90,76,51,25,75,33,42,21,77,1,64
29063,Week48,Company1,Region63,34,53,60,99,94,53,45,7,34,95,4,56,22,54,3,75,60,5,42
29064,Week49,Company1,Region63,98,88,22,35,20,44,94,13,94,37,11,48,25,64,77,18,18,24,56
29065,Week50,Company1,Region63,100,91,3,50,8,90,90,31,4,65,8,41,56,49,69,98,64,29,55
29066,Week51,Company1,Region63,45,28,33,18,60,12,58,71,52,11,1,56,36,36,96,77,20,0,79
29067,Week52,Company1,Region63,52,28,15,97,66,99,5,63,58,2,25,7,22,85,33,0,41,97,24
29068,Week53,Company1,Region63,83,94,13,10,36,1,70,38,94,50,64,2,1,58,54,54,18,73,36
29069,Week54,Company1,Region63,2,22,32,0,83,61,46,7,37,68,100,22,29,69,65,33,60,8,7
29070,Week55,Company1,Region63,64,5,9,88,65,79,58,87,8,51,10,60,0,15,90,89,15,41,97
29071,Week56,Company1,Region63,81,58,19,65,83,11,12,25,89,52,95,93,91,58,19,52,6,91,40
29072,Week57,Company1,Region63,16,19,46,41,4,60,56,13,72,31,37,39,97,40,88,94,61,5,78
29073,Week58,Company1,Region63,1,25,49,78,34,71,49,78,3,41,72,27,33,39,76,61,50,63,32
29074,Week59,Company1,Region63,74,86,92,69,31,81,16,73,47,85,86,0,12,39,100,46,77,3,39
29075,Week60,Company1,Region63,49,60,15,99,28,35,97,69,70,32,23,14,95,45,76,78,64,39,95
29076,Week61,Company1,Region63,17,41,59,6,26,55,74,19,57,77,65,97,77,67,49,26,60,17,33
29077,Week62,Company1,Region63,67,51,43,12,82,27,20,70,55,95,58,2,75,44,64,56,89,78,2
29078,Week63,Company1,Region63,8,5,97,59,23,73,9,40,7,17,16,52,24,1,97,19,22,28,45
29079,Week64,Company1,Region63,44,74,36,6,5,87,18,53,15,83,21,98,47,14,87,46,48,13,76
29080,Week65,Company1,Region63,81,97,18,98,47,87,42,29,88,21,29,10,72,100,78,35,42,89,25
29081,Week66,Company1,Region63,51,57,13,18,7,54,57,81,65,79,20,21,80,37,75,72,71,61,64
29082,Week67,Company1,Region63,51,0,4,25,91,71,47,43,93,74,40,52,76,82,88,53,36,17,50
29083,Week68,Company1,Region63,53,18,1,54,23,24,91,49,0,54,50,38,70,22,29,10,67,16,15
29084,Week69,Company1,Region63,75,75,54,14,14,16,67,78,55,60,42,87,14,56,40,36,42,71,22
29085,Week70,Company1,Region63,11,90,42,41,94,99,72,43,53,47,86,35,83,33,13,71,75,97,53
29086,Week71,Company1,Region63,37,56,48,82,93,66,62,50,100,11,91,7,34,68,41,11,52,23,91
29087,Week72,Company1,Region63,67,88,57,50,26,52,95,36,10,27,13,7,8,67,30,53,76,47,39
29088,Week73,Company1,Region63,70,25,25,49,79,73,42,42,84,30,53,96,41,88,58,94,13,58,86
29089,Week74,Company1,Region63,26,18,64,84,79,37,30,95,51,8,40,23,81,89,82,77,77,9,89
29090,Week75,Company1,Region63,41,70,19,54,63,36,29,41,50,93,98,47,75,1,31,22,65,55,10
29091,Week76,Company1,Region63,43,5,6,20,14,45,89,22,91,86,34,1,99,29,0,46,85,57,1
29092,Week77,Company1,Region63,68,86,50,7,79,13,67,10,0,43,82,23,9,95,40,33,57,51,84
29093,Week78,Company1,Region63,8,78,49,86,94,52,78,82,13,97,17,20,45,40,57,96,73,44,34
29094,Week79,Company1,Region63,74,21,46,25,26,83,78,57,19,89,3,12,55,99,42,81,74,66,84
29095,Week80,Company1,Region63,98,83,52,100,60,58,62,30,48,65,18,57,94,52,41,53,47,14,65
29096,Week81,Company1,Region63,17,44,32,74,12,47,56,13,87,75,92,18,81,19,66,95,76,32,68
29097,Week82,Company1,Region63,38,21,86,14,25,49,12,64,48,96,23,67,54,12,5,24,55,88,26
29098,Week83,Company1,Region63,49,59,39,93,57,87,21,41,83,93,31,40,10,71,97,88,43,73,66
29099,Week84,Company1,Region63,0,41,65,22,98,93,14,94,74,11,91,25,63,69,11,63,4,25,24
29100,Week85,Company1,Region63,98,49,70,49,83,46,79,15,93,15,79,84,47,35,28,77,72,92,100
29101,Week86,Company1,Region63,36,86,30,38,0,13,50,45,62,28,25,27,52,11,5,94,99,17,70
29102,Week87,Company1,Region63,75,34,87,83,15,58,32,52,65,27,32,38,1,24,27,44,54,15,2
29103,Week88,Company1,Region63,52,55,64,12,75,0,83,76,48,61,65,52,79,8,55,76,46,93,53
29104,Week89,Company1,Region63,36,2,69,45,95,79,95,61,25,11,17,39,82,32,100,10,29,57,92
29105,Week90,Company1,Region63,27,86,17,52,50,78,90,59,72,52,38,86,1,78,24,19,21,38,79
29106,Week91,Company1,Region63,64,85,25,10,62,97,68,34,46,59,44,64,16,0,44,53,54,99,53
29107,Week92,Company1,Region63,86,57,62,36,34,22,77,25,7,87,60,96,0,40,36,56,0,15,18
29108,Week93,Company1,Region63,53,67,76,34,14,15,61,14,70,29,7,87,98,6,78,24,0,1,83
29109,Week94,Company1,Region63,1,88,96,90,77,77,87,37,21,82,0,9,54,13,62,84,93,26,14
29110,Week95,Company1,Region63,48,16,74,100,37,74,49,84,40,25,18,88,21,70,84,1,42,98,60
29111,Week96,Company1,Region63,70,20,14,69,62,27,89,71,99,12,63,29,5,74,17,48,95,97,1
29112,Week97,Company1,Region63,66,92,25,96,26,4,60,4,32,15,72,95,31,52,30,79,88,68,17
29113,Week98,Company1,Region63,66,83,57,73,46,38,35,8,73,94,88,58,94,91,29,17,86,97,30
29114,Week99,Company1,Region63,50,65,15,28,92,29,3,55,100,88,33,32,57,65,27,58,67,40,48
29115,Week100,Company1,Region63,33,50,66,56,66,6,49,97,45,76,48,63,20,62,61,52,44,43,38
29116,Week101,Company1,Region63,97,55,60,62,56,92,94,35,56,73,68,9,77,73,33,50,84,98,59
29117,Week102,Company1,Region63,56,34,57,64,65,25,37,72,51,82,70,80,11,64,48,44,49,46,69
29118,Week103,Company1,Region63,77,16,65,55,74,99,77,100,74,68,60,78,41,7,68,93,94,21,84
29119,Week104,Company1,Region63,23,80,30,4,59,65,2,33,85,93,3,12,53,17,93,34,91,58,34
29120,Week105,Company1,Region63,41,81,85,48,31,33,50,69,61,45,34,38,86,17,72,92,82,44,86
29121,Week106,Company1,Region63,48,10,15,31,51,58,64,77,2,78,51,16,18,17,5,9,30,4,72
29122,Week107,Company1,Region63,83,20,50,61,76,97,0,74,100,7,75,69,72,21,21,88,52,29,13
29123,Week108,Company1,Region63,32,89,59,72,51,70,40,52,93,50,21,12,49,38,25,13,80,4,37
29124,Week109,Company1,Region63,19,91,11,82,13,12,7,15,4,51,76,37,83,74,42,49,3,47,43
29125,Week110,Company1,Region63,64,84,74,91,30,46,3,6,72,9,26,82,95,78,40,69,58,20,67
29126,Week111,Company1,Region63,16,40,28,36,27,55,70,88,61,37,76,37,95,94,4,47,94,83,16
29127,Week112,Company1,Region63,42,86,92,59,62,55,56,77,18,16,55,27,79,98,60,24,96,9,62
29128,Week113,Company1,Region63,63,79,68,91,97,41,36,23,72,55,35,67,61,84,72,36,100,72,8
29129,Week114,Company1,Region63,60,64,23,23,11,10,91,36,93,95,49,80,80,56,13,98,32,4,89
29130,Week115,Company1,Region63,95,35,44,67,46,70,7,29,58,53,41,71,66,22,21,10,20,38,50
29131,Week116,Company1,Region63,41,95,28,4,27,87,84,19,14,15,29,17,1,66,44,40,85,48,86
29132,Week117,Company1,Region63,89,24,79,94,57,16,0,73,44,99,6,92,51,25,29,17,58,86,52
29133,Week118,Company1,Region63,38,63,47,93,88,83,48,68,79,98,62,65,6,78,100,39,47,80,33
29134,Week119,Company1,Region63,58,8,72,4,73,56,89,65,3,82,73,84,65,48,13,40,98,38,60
29135,Week120,Company1,Region63,28,33,64,77,42,51,76,65,93,27,81,78,28,83,89,84,50,76,40
29136,Week121,Company1,Region63,91,17,49,90,42,73,1,36,57,78,96,97,49,37,58,7,30,40,20
29137,Week122,Company1,Region63,94,6,21,66,25,78,1,5,25,48,18,98,29,88,12,88,28,69,56
29138,Week123,Company1,Region63,6,37,12,90,59,46,14,52,91,7,89,42,50,9,36,15,17,93,41
29139,Week124,Company1,Region63,58,52,9,60,69,68,44,24,38,10,41,11,54,45,59,65,47,55,68
29140,Week125,Company1,Region63,69,29,20,21,17,25,21,95,4,79,48,3,83,57,7,31,0,95,55
29141,Week126,Company1,Region63,82,89,89,65,44,78,44,17,44,52,1,58,49,5,61,36,39,62,40
29142,Week127,Company1,Region63,56,65,12,69,90,97,30,40,59,38,97,64,98,44,24,2,35,36,57
29143,Week128,Company1,Region63,54,42,62,65,59,4,68,21,83,10,83,11,11,57,31,18,32,13,31
29144,Week129,Company1,Region63,63,47,27,23,67,63,85,50,74,18,100,41,80,79,76,31,9,75,21
29145,Week130,Company1,Region63,37,23,58,89,2,26,64,77,30,94,65,0,77,16,60,46,43,6,48
29146,Week131,Company1,Region63,52,81,24,89,6,53,21,91,72,26,30,22,56,15,46,44,37,0,60
29147,Week132,Company1,Region63,83,5,0,75,32,51,71,30,61,93,46,8,4,99,70,32,18,33,57
29148,Week133,Company1,Region63,40,59,48,99,29,35,3,32,52,13,0,56,21,32,19,9,31,56,31
29149,Week134,Company1,Region63,74,92,44,8,46,49,5,35,24,19,99,79,53,4,55,65,79,41,70
29150,Week135,Company1,Region63,5,70,61,95,49,19,10,51,6,1,89,30,34,26,15,91,25,99,6
29151,Week136,Company1,Region63,5,66,69,11,24,24,86,31,24,41,7,46,96,56,32,6,96,49,4
29152,Week137,Company1,Region63,94,19,75,100,91,10,77,75,91,66,5,6,89,63,94,87,84,6,36
29153,Week138,Company1,Region63,67,98,93,51,27,49,42,27,29,25,85,100,79,74,31,83,52,10,81
29154,Week139,Company1,Region63,67,49,11,3,47,40,21,52,48,33,90,46,2,61,29,47,31,21,92
29155,Week140,Company1,Region63,90,14,20,82,29,57,62,22,60,14,38,72,36,28,58,9,83,73,87
